sample_id,in_governed_cohort,in_vendor_merge,in_permission_enrichment_frame,in_fused_feature_matrix,in_aligned_supervised_pool,dropped_by_family_support_filter,in_post_family_support_trainable_pool,row_retained_after_low_information_column_prune,row_retained_after_leakage_column_prune
691,True,False,True,True,True,True,False,False,False
693,True,False,True,True,True,False,True,True,True
695,True,False,True,True,True,True,False,False,False
699,True,False,True,True,True,False,True,True,True
702,True,False,True,True,True,False,True,True,True
707,True,False,True,True,True,False,True,True,True
708,True,False,True,True,True,False,True,True,True
711,True,False,True,True,True,True,False,False,False
712,True,False,True,True,True,False,True,True,True
717,True,False,True,True,True,False,True,True,True
720,True,False,True,True,True,False,True,True,True
722,True,False,True,True,True,True,False,False,False
723,True,False,True,True,True,True,False,False,False
725,True,False,True,True,True,False,True,True,True
727,True,False,True,True,True,False,True,True,True
729,True,False,True,True,True,False,True,True,True
733,True,False,True,True,True,False,True,True,True
734,True,False,True,True,True,False,True,True,True
738,True,False,True,True,True,False,True,True,True
739,True,False,True,True,True,True,False,False,False
740,True,False,True,True,True,False,True,True,True
742,True,False,True,True,True,True,False,False,False
745,True,False,True,True,True,False,True,True,True
746,True,False,True,True,True,False,True,True,True
749,True,False,True,True,True,False,True,True,True
750,True,False,True,True,True,True,False,False,False
753,True,False,True,True,True,False,True,True,True
755,True,False,True,True,True,False,True,True,True
756,True,False,True,True,True,False,True,True,True
759,True,False,True,True,True,False,True,True,True
760,True,False,True,True,True,False,True,True,True
764,True,False,True,True,True,False,True,True,True
766,True,False,True,True,True,False,True,True,True
767,True,False,True,True,True,False,True,True,True
768,True,False,True,True,True,True,False,False,False
769,True,False,True,True,True,True,False,False,False
770,True,False,True,True,True,True,False,False,False
771,True,False,True,True,True,False,True,True,True
774,True,False,True,True,True,False,True,True,True
775,True,False,True,True,True,True,False,False,False
777,True,False,True,True,True,False,True,True,True
779,True,False,True,True,True,False,True,True,True
781,True,False,True,True,True,True,False,False,False
782,True,False,True,True,True,False,True,True,True
789,True,False,True,True,True,True,False,False,False
799,True,False,True,True,True,False,True,True,True
804,True,False,True,True,True,False,True,True,True
813,True,False,True,True,True,True,False,False,False
815,True,False,True,True,True,False,True,True,True
817,True,False,True,True,True,True,False,False,False
820,True,False,True,True,True,False,True,True,True
821,True,False,True,True,True,False,True,True,True
824,True,False,True,True,True,False,True,True,True
827,True,False,True,True,True,False,True,True,True
831,True,False,True,True,True,False,True,True,True
832,True,False,True,True,True,False,True,True,True
833,True,False,True,True,True,True,False,False,False
836,True,False,True,True,True,False,True,True,True
839,True,False,True,True,True,False,True,True,True
840,True,False,True,True,True,False,True,True,True
841,True,False,True,True,True,False,True,True,True
842,True,False,True,True,True,False,True,True,True
845,True,False,True,True,True,False,True,True,True
851,True,False,True,True,True,False,True,True,True
854,True,False,True,True,True,False,True,True,True
855,True,False,True,True,True,False,True,True,True
858,True,False,True,True,True,False,True,True,True
859,True,False,True,True,True,False,True,True,True
860,True,False,True,True,True,False,True,True,True
861,True,False,True,True,True,False,True,True,True
870,True,False,True,True,True,True,False,False,False
872,True,False,True,True,True,False,True,True,True
875,True,False,True,True,True,False,True,True,True
879,True,True,True,True,True,True,False,False,False
880,True,False,True,True,True,False,True,True,True
884,True,False,True,True,True,True,False,False,False
887,True,False,True,True,True,False,True,True,True
890,True,False,True,True,True,False,True,True,True
891,True,False,True,True,True,False,True,True,True
895,True,False,True,True,True,False,True,True,True
896,True,False,True,True,True,False,True,True,True
898,True,False,True,True,True,False,True,True,True
900,True,False,True,True,True,False,True,True,True
902,True,False,True,True,True,False,True,True,True
907,True,False,True,True,True,False,True,True,True
908,True,False,True,True,True,False,True,True,True
909,True,False,True,True,True,False,True,True,True
914,True,False,True,True,True,False,True,True,True
916,True,False,True,True,True,False,True,True,True
923,True,False,True,True,True,False,True,True,True
924,True,False,True,True,True,False,True,True,True
927,True,False,True,True,True,True,False,False,False
928,True,False,True,True,True,False,True,True,True
930,True,False,True,True,True,False,True,True,True
935,True,False,True,True,True,False,True,True,True
941,True,False,True,True,True,False,True,True,True
942,True,False,True,True,True,False,True,True,True
945,True,False,True,True,True,False,True,True,True
947,True,False,True,True,True,False,True,True,True
950,True,False,True,True,True,False,True,True,True
951,True,False,True,True,True,False,True,True,True
952,True,False,True,True,True,False,True,True,True
953,True,False,True,True,True,False,True,True,True
955,True,False,True,True,True,False,True,True,True
965,True,True,True,True,True,False,True,True,True
966,True,True,True,True,True,False,True,True,True
968,True,True,True,True,True,True,False,False,False
970,True,True,True,True,True,False,True,True,True
971,True,True,True,True,True,False,True,True,True
973,True,True,True,True,True,False,True,True,True
974,True,True,True,True,True,False,True,True,True
976,True,False,True,True,True,False,True,True,True
978,True,False,True,True,True,False,True,True,True
979,True,False,True,True,True,False,True,True,True
980,True,False,True,True,True,False,True,True,True
982,True,False,True,True,True,False,True,True,True
984,True,False,True,True,True,False,True,True,True
987,True,False,True,True,True,False,True,True,True
990,True,False,True,True,True,False,True,True,True
991,True,False,True,True,True,False,True,True,True
996,True,False,True,True,True,True,False,False,False
1001,True,False,True,True,True,True,False,False,False
1002,True,True,True,True,True,False,True,True,True
1003,True,True,True,True,True,False,True,True,True
1005,True,False,True,True,True,False,True,True,True
1006,True,True,True,True,True,False,True,True,True
1007,True,False,True,True,True,False,True,True,True
1008,True,False,True,True,True,False,True,True,True
1011,True,False,True,True,True,False,True,True,True
1012,True,False,True,True,True,True,False,False,False
1015,True,False,True,True,True,False,True,True,True
1019,True,False,True,True,True,False,True,True,True
1023,True,False,True,True,True,False,True,True,True
1024,True,False,True,True,True,True,False,False,False
1025,True,False,True,True,True,False,True,True,True
1026,True,False,True,True,True,False,True,True,True
1029,True,False,True,True,True,False,True,True,True
1031,True,False,True,True,True,False,True,True,True
1034,True,False,True,True,True,False,True,True,True
1035,True,False,True,True,True,False,True,True,True
1037,True,False,True,True,True,True,False,False,False
1039,True,False,True,True,True,False,True,True,True
1041,True,False,True,True,True,False,True,True,True
1043,True,False,True,True,True,False,True,True,True
1044,True,False,True,True,True,False,True,True,True
1047,True,False,True,True,True,False,True,True,True
1050,True,False,True,True,True,True,False,False,False
1052,True,False,True,True,True,True,False,False,False
1053,True,False,True,True,True,False,True,True,True
1055,True,False,True,True,True,False,True,True,True
1056,True,False,True,True,True,False,True,True,True
1057,True,False,True,True,True,False,True,True,True
1058,True,False,True,True,True,False,True,True,True
1060,True,False,True,True,True,False,True,True,True
1065,True,False,True,True,True,False,True,True,True
1068,True,False,True,True,True,False,True,True,True
1073,True,False,True,True,True,False,True,True,True
1074,True,False,True,True,True,False,True,True,True
1075,True,False,True,True,True,False,True,True,True
1080,True,False,True,True,True,False,True,True,True
1083,True,False,True,True,True,True,False,False,False
1084,True,False,True,True,True,False,True,True,True
1086,True,False,True,True,True,False,True,True,True
1087,True,False,True,True,True,False,True,True,True
1088,True,False,True,True,True,False,True,True,True
1092,True,False,True,True,True,False,True,True,True
1094,True,False,True,True,True,False,True,True,True
1098,True,False,True,True,True,False,True,True,True
1099,True,False,True,True,True,False,True,True,True
1100,True,False,True,True,True,False,True,True,True
1102,True,False,True,True,True,False,True,True,True
1104,True,False,True,True,True,False,True,True,True
1112,True,True,True,True,True,False,True,True,True
1113,True,False,True,True,True,False,True,True,True
1114,True,False,True,True,True,False,True,True,True
1120,True,False,True,True,True,False,True,True,True
1121,True,False,True,True,True,False,True,True,True
1124,True,True,True,True,True,False,True,True,True
1126,True,False,True,True,True,False,True,True,True
1128,True,True,True,True,True,True,False,False,False
1130,True,False,True,True,True,False,True,True,True
1133,True,False,True,True,True,False,True,True,True
1134,True,False,True,True,True,False,True,True,True
1135,True,False,True,True,True,False,True,True,True
1136,True,True,True,True,True,False,True,True,True
1137,True,False,True,True,True,False,True,True,True
1140,True,False,True,True,True,False,True,True,True
1141,True,False,True,True,True,False,True,True,True
1146,True,False,True,True,True,False,True,True,True
1149,True,False,True,True,True,False,True,True,True
1151,True,True,True,True,True,False,True,True,True
1164,True,False,True,True,True,False,True,True,True
1165,True,False,True,True,True,False,True,True,True
1167,True,False,True,True,True,False,True,True,True
1173,True,False,True,True,True,False,True,True,True
1174,True,False,True,True,True,False,True,True,True
1176,True,False,True,True,True,True,False,False,False
1177,True,True,True,True,True,False,True,True,True
1179,True,False,True,True,True,False,True,True,True
1180,True,False,True,True,True,False,True,True,True
1181,True,False,True,True,True,False,True,True,True
1183,True,False,True,True,True,False,True,True,True
1185,True,False,True,True,True,False,True,True,True
1190,True,False,True,True,True,False,True,True,True
1191,True,False,True,True,True,False,True,True,True
1193,True,False,True,True,True,False,True,True,True
1194,True,False,True,True,True,False,True,True,True
1196,True,False,True,True,True,False,True,True,True
1198,True,False,True,True,True,False,True,True,True
1199,True,False,True,True,True,False,True,True,True
1203,True,False,True,True,True,False,True,True,True
1204,True,False,True,True,True,False,True,True,True
1205,True,False,True,True,True,True,False,False,False
1206,True,False,True,True,True,False,True,True,True
1207,True,False,True,True,True,False,True,True,True
1208,True,False,True,True,True,False,True,True,True
1209,True,False,True,True,True,False,True,True,True
1210,True,False,True,True,True,False,True,True,True
1211,True,False,True,True,True,False,True,True,True
1213,True,False,True,True,True,False,True,True,True
1216,True,False,True,True,True,False,True,True,True
1218,True,False,True,True,True,False,True,True,True
1219,True,False,True,True,True,False,True,True,True
1223,True,False,True,True,True,False,True,True,True
1225,True,False,True,True,True,False,True,True,True
1229,True,False,True,True,True,False,True,True,True
1230,True,False,True,True,True,False,True,True,True
1232,True,False,True,True,True,False,True,True,True
1233,True,False,True,True,True,False,True,True,True
1234,True,False,True,True,True,False,True,True,True
1237,True,False,True,True,True,False,True,True,True
1238,True,False,True,True,True,False,True,True,True
1239,True,False,True,True,True,False,True,True,True
1244,True,False,True,True,True,False,True,True,True
1250,True,False,True,True,True,False,True,True,True
1251,True,False,True,True,True,False,True,True,True
1255,True,False,True,True,True,False,True,True,True
1264,True,False,True,True,True,True,False,False,False
1265,True,False,True,True,True,False,True,True,True
1266,True,False,True,True,True,False,True,True,True
1268,True,False,True,True,True,False,True,True,True
1270,True,False,True,True,True,False,True,True,True
1272,True,False,True,True,True,False,True,True,True
1274,True,False,True,True,True,False,True,True,True
1276,True,False,True,True,True,False,True,True,True
1277,True,False,True,True,True,False,True,True,True
1278,True,False,True,True,True,False,True,True,True
1279,True,False,True,True,True,False,True,True,True
1280,True,False,True,True,True,False,True,True,True
1281,True,False,True,True,True,False,True,True,True
1284,True,False,True,True,True,True,False,False,False
1287,True,False,True,True,True,False,True,True,True
1289,True,True,True,True,True,False,True,True,True
1290,True,False,True,True,True,False,True,True,True
1294,True,True,True,True,True,False,True,True,True
1299,True,False,True,True,True,False,True,True,True
1301,True,False,True,True,True,False,True,True,True
1302,True,False,True,True,True,False,True,True,True
1303,True,False,True,True,True,False,True,True,True
1305,True,False,True,True,True,False,True,True,True
1307,True,False,True,True,True,False,True,True,True
1309,True,False,True,True,True,False,True,True,True
1311,True,False,True,True,True,False,True,True,True
1312,True,False,True,True,True,False,True,True,True
1314,True,False,True,True,True,False,True,True,True
1316,True,False,True,True,True,False,True,True,True
1317,True,False,True,True,True,False,True,True,True
1321,True,False,True,True,True,False,True,True,True
1322,True,False,True,True,True,True,False,False,False
1326,True,False,True,True,True,False,True,True,True
1327,True,False,True,True,True,False,True,True,True
1328,True,False,True,True,True,False,True,True,True
1329,True,False,True,True,True,False,True,True,True
1330,True,False,True,True,True,False,True,True,True
1331,True,False,True,True,True,False,True,True,True
1333,True,False,True,True,True,False,True,True,True
1335,True,False,True,True,True,False,True,True,True
1336,True,False,True,True,True,True,False,False,False
1340,True,False,True,True,True,False,True,True,True
1343,True,False,True,True,True,False,True,True,True
1346,True,False,True,True,True,False,True,True,True
1349,True,False,True,True,True,False,True,True,True
1352,True,False,True,True,True,False,True,True,True
1356,True,False,True,True,True,False,True,True,True
1359,True,False,True,True,True,False,True,True,True
1361,True,False,True,True,True,False,True,True,True
1365,True,False,True,True,True,False,True,True,True
1369,True,False,True,True,True,False,True,True,True
1370,True,False,True,True,True,False,True,True,True
1372,True,False,True,True,True,False,True,True,True
1374,True,False,True,True,True,False,True,True,True
1377,True,False,True,True,True,False,True,True,True
1380,True,False,True,True,True,False,True,True,True
1384,True,False,True,True,True,False,True,True,True
1387,True,False,True,True,True,True,False,False,False
1388,True,False,True,True,True,False,True,True,True
1389,True,False,True,True,True,False,True,True,True
1390,True,False,True,True,True,True,False,False,False
1396,True,False,True,True,True,False,True,True,True
1398,True,False,True,True,True,False,True,True,True
1399,True,False,True,True,True,False,True,True,True
1400,True,False,True,True,True,False,True,True,True
1401,True,False,True,True,True,False,True,True,True
1404,True,False,True,True,True,False,True,True,True
1407,True,False,True,True,True,False,True,True,True
1411,True,False,True,True,True,False,True,True,True
1413,True,False,True,True,True,False,True,True,True
1414,True,False,True,True,True,False,True,True,True
1418,True,False,True,True,True,False,True,True,True
1422,True,False,True,True,True,False,True,True,True
1424,True,False,True,True,True,False,True,True,True
1426,True,False,True,True,True,False,True,True,True
1427,True,False,True,True,True,False,True,True,True
1429,True,False,True,True,True,False,True,True,True
1430,True,False,True,True,True,False,True,True,True
1432,True,False,True,True,True,False,True,True,True
1433,True,False,True,True,True,False,True,True,True
1434,True,False,True,True,True,False,True,True,True
1437,True,False,True,True,True,False,True,True,True
1442,True,False,True,True,True,False,True,True,True
1444,True,False,True,True,True,False,True,True,True
1445,True,False,True,True,True,False,True,True,True
1446,True,False,True,True,True,True,False,False,False
1447,True,False,True,True,True,False,True,True,True
1451,True,False,True,True,True,False,True,True,True
1457,True,False,True,True,True,True,False,False,False
1459,True,False,True,True,True,False,True,True,True
1463,True,False,True,True,True,False,True,True,True
1464,True,False,True,True,True,False,True,True,True
1465,True,False,True,True,True,False,True,True,True
1467,True,False,True,True,True,False,True,True,True
1470,True,False,True,True,True,False,True,True,True
1472,True,False,True,True,True,True,False,False,False
1474,True,False,True,True,True,True,False,False,False
1476,True,False,True,True,True,False,True,True,True
1477,True,False,True,True,True,False,True,True,True
1479,True,False,True,True,True,False,True,True,True
1485,True,False,True,True,True,False,True,True,True
1488,True,False,True,True,True,False,True,True,True
1489,True,False,True,True,True,False,True,True,True
1491,True,False,True,True,True,False,True,True,True
1492,True,False,True,True,True,False,True,True,True
1495,True,False,True,True,True,True,False,False,False
1497,True,False,True,True,True,True,False,False,False
1498,True,False,True,True,True,False,True,True,True
1501,True,False,True,True,True,False,True,True,True
1505,True,False,True,True,True,False,True,True,True
1506,True,False,True,True,True,False,True,True,True
1507,True,False,True,True,True,False,True,True,True
1509,True,False,True,True,True,True,False,False,False
1510,True,False,True,True,True,False,True,True,True
1511,True,False,True,True,True,False,True,True,True
1513,True,False,True,True,True,True,False,False,False
1517,True,False,True,True,True,False,True,True,True
1519,True,False,True,True,True,False,True,True,True
1520,True,False,True,True,True,False,True,True,True
1521,True,False,True,True,True,False,True,True,True
1522,True,False,True,True,True,False,True,True,True
1531,True,False,True,True,True,False,True,True,True
1533,True,False,True,True,True,False,True,True,True
1534,True,True,True,True,True,False,True,True,True
1538,True,False,True,True,True,False,True,True,True
1539,True,False,True,True,True,True,False,False,False
1540,True,False,True,True,True,False,True,True,True
1542,True,False,True,True,True,False,True,True,True
1544,True,False,True,True,True,True,False,False,False
1547,True,False,True,True,True,False,True,True,True
1548,True,False,True,True,True,False,True,True,True
1552,True,False,True,True,True,False,True,True,True
1553,True,False,True,True,True,False,True,True,True
1556,True,False,True,True,True,True,False,False,False
1557,True,False,True,True,True,False,True,True,True
1558,True,False,True,True,True,False,True,True,True
1563,True,False,True,True,True,False,True,True,True
1566,True,False,True,True,True,True,False,False,False
1570,True,False,True,True,True,False,True,True,True
1573,True,False,True,True,True,False,True,True,True
1575,True,False,True,True,True,False,True,True,True
1578,True,False,True,True,True,False,True,True,True
1579,True,False,True,True,True,True,False,False,False
1580,True,False,True,True,True,False,True,True,True
1581,True,False,True,True,True,False,True,True,True
1583,True,False,True,True,True,True,False,False,False
1585,True,False,True,True,True,False,True,True,True
1586,True,False,True,True,True,False,True,True,True
1589,True,False,True,True,True,False,True,True,True
1590,True,False,True,True,True,False,True,True,True
1592,True,False,True,True,True,False,True,True,True
1597,True,False,True,True,True,True,False,False,False
1599,True,False,True,True,True,False,True,True,True
1604,True,False,True,True,True,False,True,True,True
1605,True,False,True,True,True,False,True,True,True
1607,True,False,True,True,True,False,True,True,True
1608,True,True,True,True,True,False,True,True,True
1609,True,False,True,True,True,False,True,True,True
1610,True,False,True,True,True,False,True,True,True
1614,True,False,True,True,True,False,True,True,True
1615,True,False,True,True,True,False,True,True,True
1616,True,False,True,True,True,False,True,True,True
1617,True,True,True,True,True,False,True,True,True
1620,True,True,True,True,True,False,True,True,True
1623,True,False,True,True,True,False,True,True,True
1624,True,False,True,True,True,False,True,True,True
1627,True,False,True,True,True,False,True,True,True
1629,True,False,True,True,True,False,True,True,True
1630,True,False,True,True,True,False,True,True,True
1633,True,False,True,True,True,False,True,True,True
1637,True,False,True,True,True,False,True,True,True
1638,True,False,True,True,True,False,True,True,True
1639,True,True,True,True,True,False,True,True,True
1643,True,False,True,True,True,False,True,True,True
1644,True,False,True,True,True,False,True,True,True
1645,True,False,True,True,True,False,True,True,True
1648,True,False,True,True,True,False,True,True,True
1650,True,False,True,True,True,False,True,True,True
1651,True,False,True,True,True,False,True,True,True
1653,True,False,True,True,True,False,True,True,True
1654,True,False,True,True,True,False,True,True,True
1659,True,False,True,True,True,True,False,False,False
1660,True,False,True,True,True,False,True,True,True
1661,True,False,True,True,True,False,True,True,True
1680,True,False,True,True,True,False,True,True,True
1682,True,False,True,True,True,False,True,True,True
1685,True,False,True,True,True,False,True,True,True
1686,True,False,True,True,True,False,True,True,True
1687,True,False,True,True,True,False,True,True,True
1695,True,False,True,True,True,False,True,True,True
1697,True,False,True,True,True,True,False,False,False
1698,True,False,True,True,True,False,True,True,True
1700,True,False,True,True,True,False,True,True,True
1701,True,False,True,True,True,True,False,False,False
1702,True,False,True,True,True,False,True,True,True
1703,True,False,True,True,True,False,True,True,True
1704,True,False,True,True,True,False,True,True,True
1705,True,False,True,True,True,True,False,False,False
1707,True,False,True,True,True,False,True,True,True
1709,True,False,True,True,True,False,True,True,True
1714,True,False,True,True,True,False,True,True,True
1716,True,False,True,True,True,False,True,True,True
1717,True,False,True,True,True,False,True,True,True
1721,True,False,True,True,True,False,True,True,True
1722,True,False,True,True,True,False,True,True,True
1723,True,False,True,True,True,False,True,True,True
1726,True,False,True,True,True,False,True,True,True
1728,True,False,True,True,True,False,True,True,True
1731,True,False,True,True,True,False,True,True,True
1734,True,False,True,True,True,False,True,True,True
1737,True,False,True,True,True,False,True,True,True
1738,True,False,True,True,True,False,True,True,True
1739,True,False,True,True,True,False,True,True,True
1742,True,False,True,True,True,False,True,True,True
1743,True,False,True,True,True,False,True,True,True
1749,True,False,True,True,True,True,False,False,False
1756,True,True,True,True,True,False,True,True,True
1758,True,True,True,True,True,False,True,True,True
1760,True,True,True,True,True,False,True,True,True
1761,True,True,True,True,True,False,True,True,True
1763,True,True,True,True,True,False,True,True,True
1766,True,True,True,True,True,False,True,True,True
1769,True,True,True,True,True,False,True,True,True
1770,True,True,True,True,True,False,True,True,True
1771,True,True,True,True,True,False,True,True,True
1773,True,True,True,True,True,False,True,True,True
1776,True,True,True,True,True,False,True,True,True
1777,True,True,True,True,True,False,True,True,True
1778,True,True,True,True,True,False,True,True,True
1779,True,True,True,True,True,False,True,True,True
1780,True,True,True,True,True,False,True,True,True
1786,True,True,True,True,True,False,True,True,True
1793,True,True,True,True,True,False,True,True,True
1794,True,True,True,True,True,False,True,True,True
1795,True,True,True,True,True,False,True,True,True
1796,True,True,True,True,True,False,True,True,True
1797,True,True,True,True,True,True,False,False,False
1799,True,True,True,True,True,False,True,True,True
1800,True,True,True,True,True,False,True,True,True
1801,True,True,True,True,True,False,True,True,True
1802,True,True,True,True,True,False,True,True,True
1804,True,True,True,True,True,False,True,True,True
1805,True,True,True,True,True,False,True,True,True
1806,True,True,True,True,True,False,True,True,True
1807,True,True,True,True,True,False,True,True,True
1809,True,True,True,True,True,False,True,True,True
1812,True,True,True,True,True,False,True,True,True
1820,True,True,True,True,True,True,False,False,False
1824,True,True,True,True,True,False,True,True,True
1830,True,True,True,True,True,False,True,True,True
1831,True,True,True,True,True,False,True,True,True
1832,True,True,True,True,True,False,True,True,True
1841,True,True,True,True,True,True,False,False,False
1842,True,True,True,True,True,True,False,False,False
1844,True,True,True,True,True,False,True,True,True
1846,True,True,True,True,True,False,True,True,True
1848,True,True,True,True,True,False,True,True,True
1850,True,True,True,True,True,False,True,True,True
1851,True,True,True,True,True,False,True,True,True
1852,True,True,True,True,True,False,True,True,True
1855,True,True,True,True,True,False,True,True,True
1858,True,True,True,True,True,False,True,True,True
1860,True,True,True,True,True,True,False,False,False
1865,True,True,True,True,True,False,True,True,True
1866,True,True,True,True,True,False,True,True,True
1867,True,True,True,True,True,False,True,True,True
